name,url,phone,email,website,region,status,whatsapp,mobile
"Hotel La Garza del Platanar","https://es.visitcostarica.com/planning-your-trip/hotels/la-garza-del-platanar-hotel","(506) 2475-5222","info@hotellagarza.com","https://hotellagarza.com","Florencia En Platanar de Florencia de San Carlos, frente a la Plaza de Deportes. 21002 San Carlos","ok","",""
"Albergue Río María","https://es.visitcostarica.com/planning-your-trip/hotels/rio-mary-albergue","(506) 2474-4080","yamy.cr@hotmail.com","","Aguas Zarcas 200 M. ESTE SOBRE RIO AGUAS ZARCAS SAN CARLOS. 21004 San Carlos","ok","",""
"Hotel Mystica","https://es.visitcostarica.com/planning-your-trip/hotels/mystica-hotel","(506) 2692-1001","mysticacr@gmail.com","https://mysticacostarica.com","Arenal 13 km del centro de Tilarán en dirección a Nuevo Arenal 50807 Tilarán","ok","393406176165",""
"Paraíso montañoso","https://es.visitcostarica.com/planning-your-trip/hotels/mountain-paradise","(506) 2479-1414","info@hotelmountainparadise.com","https://hotelmountainparadise.com","La Fortuna 7 km del Centro de la Fortuna, carretera al volcán 21007 San Carlos","ok","",""
"Maquenque Eco Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/maquenque-eco-lodge","(506) 2479-8200","info@maquenqueecolodge.com","https://maquenqueecolodge.com","Pital Boca Tapada de Pital 21006 San Carlos","ok","","71473860"
"Volcano Lodge Hotel & Thermal Experience","https://es.visitcostarica.com/planning-your-trip/hotels/volcano-lodge-hotel-thermal-experience","+506 2479-2800","info@volcanolodge.com","https://volcanolodge.com","7 km oeste del Centro La Fortuna San Carlos","ok","","80064959"
"Hotel City Express San José-Aeropuerto","https://es.visitcostarica.com/planning-your-trip/hotels/city-express-hotel-san-jose-aeropuerto","(506) 2209-2300","cesjo.reservaciones@cityexpress.com.mx","https://cityexpress.com","San Antonio Diagonal a Mc Donalds del Centro Comercial Real Cariari 40701 Belén","ok","",""
"Albergue Rancho Chetica","https://es.visitcostarica.com/planning-your-trip/hotels/chetica-ranch-albergue","(506) 2268-7771","cheticaranch@gmail.com","https://cheticaranch.com","Guadalupe San Jerónimo de Moravia, de la Gasolinera Castrol 500 norte 10801 Goicoechea","ok","","83187792"
"Guailichu Albergue y Restaurante","https://es.visitcostarica.com/planning-your-trip/hotels/guailichu-albergue-y-restaurante","(506) 2419-0247","guailichu@ice.co.cr","","San Pablo 200 norte de la Municipalidad 11601 Turrubares","ok","",""
"Centro Exe San José","https://es.visitcostarica.com/planning-your-trip/hotels/exe-san-jose-center","(+506) 4080-5280","recepción@exesanjóscenter.com","https://exesanjosecenter.com","Calles 1° y 3°, 0 100 metros norte y 25 oeste Plaza de la Cultura San José","ok","",""
"Hotel Dunn Inn","https://es.visitcostarica.com/planning-your-trip/hotels/dunn-inn-hotel","(506) 2222-3232","reserve@hoteldunninn.com","https://hoteldunninn.com","Carmen Barrio Amón calle 5 avenida 11 10101 San José","ok","",""
"Hotel Martino Spa and Resort","https://es.visitcostarica.com/planning-your-trip/hotels/martino-spa-and-resort-hotel","(506) 2433-8382","martino@racsa.co.cr","https://hotelmartino.com","Garita La Garita, Alajuela, 200 este del Zooave 20113 Alajuela","ok","",""
"Hotel Luisiana","https://es.visitcostarica.com/planning-your-trip/hotels/luisiana-hotel","(506) 2203-5060","info@hotelluisiana.com","https://hotelluisiana.com","Santa Ana De la Cruz Roja 100 oeste y del Restaurante Picante 400 sur 10901 Santa Ana","ok","",""
"Kap's Place","https://es.visitcostarica.com/planning-your-trip/hotels/kaps-place","(506) 2221-1169","info@kapsplace.com","https://kapsplace.com","Carmen Calle 19 Avenida 11 y 13 Barrio Aranjuez 10101 San José","ok","",""
"Hotel Inca Real","https://es.visitcostarica.com/planning-your-trip/hotels/inca-real-hotel","(506) 2223-8883","info@hotelincareal.com","https://hotelincareal.com","Carmen Avenida 11 entre calles 3 y 5, Barrio Amon 10101 San José","ok","",""
"Hotel Puerto","https://es.visitcostarica.com/planning-your-trip/hotels/puerto-hotel","+506 2798-98-98","reservaciones@hlp.cr","https://hpl.cr/","Limón Central, Calle 7 avenida 6. Edificio esquinero de 4 plantas a mano izquierda","ok","","62798989"
"La Costa de Papito","https://es.visitcostarica.com/planning-your-trip/hotels/la-costa-de-papito","+506 2750-0080","costadepapito@gmail.com","https://lacostadepapito.com","300 metros noroeste de Río Cocles. Puerto Viejo","ok","",""
"El Encanto","https://es.visitcostarica.com/planning-your-trip/hotels/el-encanto","+506 2755-0113","info@elencantocahuita.com","https://elencantocahuita.com","300 metros oeste de la delegación de policías de Cahuita Talamanca","ok","","62755011"
"El Hotel Nómada","https://es.visitcostarica.com/planning-your-trip/hotels/nomadic-hotel","(+506) 2201-7342","hola@nomadicnosara.com","https://nomadicnosara.com","75 metros oeste del hotel El Jardín Nosara","ok","","87177710"
"Colinas del Norte","https://es.visitcostarica.com/planning-your-trip/hotels/colinas-del-norte","(506) 2679-8096","hotelcolinasdelnorte@yahoo.es","","La Cruz. 4 Km. de La Cruz, carretera Panamericana. 51001. La Cruz","ok","",""
"Aparthotel Bamboo","https://es.visitcostarica.com/planning-your-trip/hotels/bamboo-aparthotel","(506) 2440-4835","bambooapathotel@ice.co.cr","https://bambooaparthotel.com","Alajuela Costado norte de la iglesia de la Agonia, Alajuela 20101 Alajuela","ok","",""
"Apartotel & Suites Villas Del Río","https://es.visitcostarica.com/planning-your-trip/hotels/apartotel-suites-villas-del-rio","(506) 4002-2400","reservation@villasdelrio.com","https://villasdelrio.com","San Rafael Costado Este del Country Club en San Rafael de Escazú 10203 Escazú","ok","",""
"Casa Cambranes Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/casa-cambranes-lodge","(506) 2253-8858","reservas@hotelcasacambranes.com","","San Pedro From Spoon Coffee Shop, Barrio Los Yoses, San Pedro de Montes de Oca, 150 metros sur 11501 Montes de Oca","ok","",""
"Hotel Caña Dulce","https://es.visitcostarica.com/planning-your-trip/hotels/cana-dulce-hotel","(506) 2431-3024","mihotelencostarica@yahoo.com","","Alajuela Costado oeste de la Plaza de Deportes Barrio Corazon de Jesús 20101 Alajuela","ok","",""
"Hotel Cacts","https://es.visitcostarica.com/planning-your-trip/hotels/cacts-hotel","(506) 2221-2928","hcacts@racsa.co.cr","https://hotelcacts.com","Merced Avenida tercera Bis, #2845 10102 San José","ok","",""
"Hotel Country Inn & Suites","https://es.visitcostarica.com/planning-your-trip/hotels/country-inn-suites-hotel","(506) 2239-2272","reservaciones@countryinns.co.cr","https://countryinns.com","San Antonio DEL MELIA CARIARI 600 METROS ESTE. 40701 Belén","ok","",""
"Costa Rica Morazan Hotel","https://es.visitcostarica.com/planning-your-trip/hotels/costa-rica-morazan-hotel","(506) 2222-4622","reservaciones@hotelmorazan.com","https://hotelmorazan.com","Carmen AVENIDAS 1 Y 3, CALLE 7 10101 San José","ok","",""
"Condominio Casa Inn","https://es.visitcostarica.com/planning-your-trip/hotels/condo-casa-inn","(506) 8825-1012","condocasainn@gmail.com","https://condocasainn.net","San Pedro De la Universidad Latina 400 metros al este, frente a Pali, Residencial Lugano # 43 11501 Montes de Oca","ok","",""
"Bodhi Tree Yoga Resort","https://es.visitcostarica.com/planning-your-trip/hotels/bodhi-tree-yoga-resort","(506) 2682-0256","reservations@bodhitreeyogaresort.com","https://bodhitreeyogaresort.com","Nosara 50 metros Sureste de Edificio Café de Paris, Playa Guiones 50206 Nicoya","ok","","62682025"
"Bahía Pez Vela","https://es.visitcostarica.com/planning-your-trip/hotels/bahia-pez-vela","(506) 2670-0129","reception@bahiapezvela.com","https://bahiapezvela.com","Playa Sardinal Azul, 1km. oeste de Playa Ocotal, Guanacaste 50503 Carrillo","ok","",""
"Bahía del Sol Beach Front Hotel and Suites","https://es.visitcostarica.com/planning-your-trip/hotels/bahia-del-sol-beach-front-hotel-and-suites","(506) 2654-4671","reservations@bahiadelsolhotel.com","https://bahiadelsolhotel.com","Tempate Playa Potrero, Guanacaste 50304 Santa Cruz","ok","","62654467"
"Hacienda La Pacífica Hotel y Restaurante","https://es.visitcostarica.com/planning-your-trip/hotels/hacienda-la-pacifica-hotel-y-restaurante","(506) 2669-9393","reservaciones@pacificacr.com","https://pacificacr.com","Cañas 5 KMS NORTE DESPUES DE CA?AS, CARRETERA INTERAMERICANA. 50601 Cañas","ok","","62669939"
"Sueños Las Mareas","https://es.visitcostarica.com/planning-your-trip/hotels/dreams-las-mareas","(506) 2690-2400","reservations.drelm@dreamsresorts.com","https://dreamsresorts.com","La Cruz Playa el Jobo 51001 La Cruz","ok","",""
"Hotel Coco Verde","https://es.visitcostarica.com/planning-your-trip/hotels/coco-verde-hotel","(506) 2670-0494","cocobeachhotelandcasino@gmail.com","","Sardinal 100 M. antes de Playa del Coco. 50503 Carrillo","ok","",""
"Albergue Playa Isolina","https://es.visitcostarica.com/planning-your-trip/hotels/playa-isolina-albergue","(506) 2654-4333","admin@isolinabeach.com","https://isolinabeach.com","Tempate 200 norte del Restaurante La Perla 50304 Santa Cruz","ok","",""
"Hotel Occidental Grand Papagayo","https://es.visitcostarica.com/planning-your-trip/hotels/occidental-grand-papagayo-hotel","(506) 2-6908000","emiquel@cr.occidentalhotels.com","https://occidental-hoteles.com","Sardinal Golfo Papagayo, Guanacaste 50503 Carrillo","ok","",""
"Albergue Mamiri","https://es.visitcostarica.com/planning-your-trip/hotels/mamiri-albergue","(506) 2653-0079","hotelmamiri@hotmail.com","https://hotelmamiricr.com","Tamarindo 50 MTS. OESTE DEL HOTEL PASATIEMPO, TAMARINDO, GUANACASTE 50309 Santa Cruz","ok","",""
"Los Altos de Eros Boutique Hotel & Spa","https://es.visitcostarica.com/planning-your-trip/hotels/los-altos-de-eros-boutique-hotel-spa","(506) 8850-4222","info@losaltosdeeros.com","https://losaltosdeeros.com","Veintisiete de Abril 2.4 Km sureste de Hotel El Sabanero, Caña Fistula, Santa Cruz, Guanacaste 50303 Santa Cruz","ok","","88504222"
"Hotel Tamarindo Diriá","https://es.visitcostarica.com/planning-your-trip/hotels/tamarindo-diria-hotel","(506) 4032-0032","contactus@tamarindodiria.com","https://tamarindodiria.com","Veintisiete de Abril Playa Tamarindo, Guanacaste. 50303 Santa Cruz","ok","",""
"Finca Rancho Armadillo","https://es.visitcostarica.com/planning-your-trip/hotels/rancho-armadillo-estate","(506) 2670-0108","info@ranchoarmadillo.com","https://ranchoarmadillo.com","Sardinal 400 M. ESTE DEL ASTILLERO. PLAYAS DEL COCO. 50503 Carrillo","ok","",""
"Hotel Punta Islita","https://es.visitcostarica.com/planning-your-trip/hotels/punta-islita-hotel","(506) 2231-6122","reservas@grupoislita.com","https://hotelpuntaislita.com","Bejuco Nandayure, Guanacaste. A 2 horas del Puente de la Amistad 50906 Nandayure","ok","",""
"Hotel Tortuga Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/tortuga-lodge-hotel","(506) 40-70-04-24","info@tortugalodge.com","https://tortugalodge.com","Guácimo Tortuguero 70601 Guácimo","ok","","80096311"
"Hotel Manatus","https://es.visitcostarica.com/planning-your-trip/hotels/manatus-hotel","+506 2709-8197","info@manatuscostarica.com","https://manatuscostarica.com","Colorado, Laguna de Tortuguero, frente al Hotel Laguna Lodge. Pococí","ok","",""
"Hotel Laguna Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/laguna-lodge-hotel","(506) 2253-1100","ventas1@tortuguero.com","https://lagunatortuguero.com","Desde el pueblo de Tortuguero, 5 minutos en bote, Limón Pococí, Tortuguero Tortuguero","ok","","62253110"
"Albergue La Kukula","https://es.visitcostarica.com/planning-your-trip/hotels/la-kukula-lodge","+506 2750-0653","info@lakukulalodge.com","https://lakukulalodge.com","Playa Chiquita, del Hotel Shawanda 200 metros al sur Puerto Viejo","ok","","62750065"
"Posada Volcán Arenal","https://es.visitcostarica.com/planning-your-trip/hotels/arenal-volcano-inn","(506) 2479-1122","hotel@arenalvolcanoinn.com","https://arenalvolcanoinn.com","La Fortuna 6.5 kilómetros del pueblo de la Fortuna hacia el lago Arenal 21007 San Carlos","ok","50624791122",""
"Arenal Vista Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/arenal-vista-lodge","(506) 2479-1802","info@arenalvistalodge.com","https://arenalvistalodge.com","La Fortuna Pueblo El Castillo Fortuna de Arenal. 21007 San Carlos","ok","",""
"Hoteles Arenal Nayara y Garden","https://es.visitcostarica.com/planning-your-trip/hotels/arenal-nayara-and-garden-hotels","(506) 2479-1600","recursoshumanos@nayarahotels.com","https://nayaragardens.com/","La Fortuna 600 NORESTE DEL HOTEL VOLCANO LODGE, LA FORTUNA, SAN CARLOS, ALAJUELA 21007 San Carlos","ok","","62479160"
"Senda Monteverde","https://es.visitcostarica.com/planning-your-trip/hotels/senda-monteverde","(+506) 4001-6349","reservations@sendamonteverde.com","","250 m norte del BCR, Cerro Plano Monteverde","ok","",""
"El Pelícano Hotel de Montaña","https://es.visitcostarica.com/planning-your-trip/hotels/el-pelicano-hotel-de-montana","(506) 2742-5050","info@hotelpelicano.net","https://hotelpelicano.net","Rivas 250 MTS SUR DEL MINAE, SAN GERARDO, RIVAS , PEREZ ZELEDON, SAN JOSE 11904 Pérez Zeledón","ok","",""
"Hotel Canto de Ballenas","https://es.visitcostarica.com/planning-your-trip/hotels/canto-de-ballenas-hotel","+506 2743-8085","info.hotelcantodeballenas@gmail.com","https://hotelcantodeballenas.com","150m Norte y 800 Oeste del Banco Nacional de Uvita Bahía Ballena","ok","",""
"Bosque del Cabo Rainforest Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/bosque-del-cabo-rainforest-lodge","(506) 8889-2846","reservations@bosquedelcabo.com","","Puerto Jiménez 22 kilómetros de Puerto Jiménez, camino a Carate 60702 Golfito","ok","",""
"Luna Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/luna-lodge","(506) 4070-0010","reservations@lunalodge.com","https://lunalodge.com","2 kms noroeste del aeródromo de Carate Puerto Jimenez, Puntarenas 60702 Golfito","ok","18887600760","88876007"
"Albergue La Cusinga","https://es.visitcostarica.com/planning-your-trip/hotels/la-cusinga-lodge","(506) 2770-2549","reservation@lacusingalodge.com","https://lacusingalodge.com","Bahía Ballena 5 kms sur del Puente de Uvita, Bahía Ballena, Osa 60504 Osa","ok","","62770254"
"Fiesta Resort","https://es.visitcostarica.com/planning-your-trip/hotels/fiesta-resort","(506) 2549-2400","reservaciones@fiestaresort.com","https://fiestaresort.com","Puntarenas El Roble Puntarenas 60101 Puntarenas","ok","",""
"Hotel Portobello","https://es.visitcostarica.com/planning-your-trip/hotels/portobello-hotel","(506) 2661-2122","hotelportobelloresort@hotmail.com","","Puntarenas 200 M OESTE DEL YATCH CLUB COCAL. PUNTARENAS 60101 Puntarenas","ok","",""
"Hotel Nya","https://es.visitcostarica.com/planning-your-trip/hotels/nya-hotel","(+506) 2201-1021","reservations@nyahotel.cr","","Detrás de la iglesia católica de Montezuma Cóbano","ok","",""
"Albergue La Ensenada","https://es.visitcostarica.com/planning-your-trip/hotels/la-ensenada-lodge","(506) 2289-6655","info@laensenada.net","https://laensenada.net","Puntarenas 3 KM SUR DE LA ESCUELA, ABANGARITOS, PUNTARENAS 60101 Puntarenas","ok","",""
"Vista Las Islas Hotel & Spa Eco Reserva","https://es.visitcostarica.com/planning-your-trip/hotels/vista-las-islas-hotel-spa-eco-reserve","(506) 2641-0817","info@vistalasislas.com","","Paquera Playa Organos, Paquera 60105 Puntarenas","ok","",""
"Ballenas y delfines","https://es.visitcostarica.com/planning-your-trip/hotels/whales-dolphins","(506) 2743-8902","sales@whalesanddolphins.net","https://whalesanddolphins.net","Bahía Ballena 1 km al norte de Uvita de Osa, Jardines del Morete, Puntarenas 60504 Osa","ok","",""
"Croc's Resort y Casino","https://es.visitcostarica.com/planning-your-trip/hotels/crocs-resort-y-casino","(506) 2105-32-00","reservations@crocscasinoresort.com","https://crocscasinoresort.com","Jacó 600 mts norte del BCR, Jacó 61101 Garabito","ok","",""
"Hotel Costa Pacífica","https://es.visitcostarica.com/planning-your-trip/hotels/costa-pacifica-hotel","(506) 2778-8060","reservaciones@hotelcostapacifica.com","https://hotelcostapacifica.com","Parrita Esterillos Oeste, segunda entrada 60901 Parrita","ok","",""
"Cerro Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/cerro-lodge","(+506) 2427-99-10","reservaciones@hotelcerrolodge.com","https://hotelcerrolodge.com","Calle Antigua Barca, 3 km, Tárcoles, Garabito Tarcoles","ok","",""
"Cabañas Maldonado","https://es.visitcostarica.com/planning-your-trip/hotels/cabanas-maldonado","2227-54-00","info@maldonado.cr","https://maldonado.cr","800 mts norte de la Escuela La Chirraca Parrita","ok","",""
"Hotel Arenas Playa Blanca","https://es.visitcostarica.com/planning-your-trip/hotels/arenas-playa-blanca-hotel","(506) 2105-2100","info@hotelarenasenpuntaleona.com","https://hotelarenasenpuntaleona.com","Tárcoles Punta Leona 61102 Garabito","ok","","62529050"
"Apartotel Mar de Luz","https://es.visitcostarica.com/planning-your-trip/hotels/mar-de-luz-apartotel","(506) 2643-3000","info@mardeluz.com","https://mardeluz.com","Jacó Jacó, Garabito, Puntarenas 61101 Garabito","ok","","62643300"
"Le Priss Hotel Inn","https://es.visitcostarica.com/planning-your-trip/hotels/le-priss-hotel-inn","(506) 2777-0719","info@lepriss.com","https://lepriss.com","Quepos 100 mts norte de la Iglesia Catolica 60601 Aguirre","ok","",""
"Jardín de los Monos","https://es.visitcostarica.com/planning-your-trip/hotels/jardin-de-los-monos","+506 8826-17-94","jardindelosmonos@bnbbythebeach.com","https://bnbbythebeach.com/","Playa Matapalo, 750 mts oeste, 150 norte y 25 oeste de la Plaza, Savegre Quepos","ok","50688261794",""
"Hotel Tangeri","https://es.visitcostarica.com/planning-your-trip/hotels/tangeri-hotel","(506) 2643-3001","recepci�n@hoteltangeri.com","https://hoteltangeri.com","Jac� Avenida Pastor D�az frente a Metro, Jac� 61101 Garabito","ok","","62643300"
"Hotel Rancho León","https://es.visitcostarica.com/planning-your-trip/hotels/rancho-leon-hotel","(+506) 2777-26-60","reservasrancholeon@gmail.com","","Paquita, 100 mts al este de la Gasolinera Litoral Store Quepos","ok","",""
"Hotel Villa Lapas","https://es.visitcostarica.com/planning-your-trip/hotels/villa-lapas-hotel","(506) 2637-0232","info@villalapas.com","https://villalapas.com","Jacó Del puente del Río Tarcolitos 500 M. este. Jacó, Puntarenas 61101 Garabito","ok","",""
"Hotel Villa Bosque","https://es.visitcostarica.com/planning-your-trip/hotels/villa-bosque-hotel","(506) 2777-0463","info@hotelvillabosque.com","https://hotelvillabosque.com","Quepos 50 MTS. NORESTE DEL PARQUE DE MANUEL ANTONIO 60601 Aguirre","ok","",""
"Hotel Verde Mar","https://es.visitcostarica.com/planning-your-trip/hotels/verde-mar-hotel","(506) 2777-1805","verdemar@racsa.co.cr","","Quepos Contiguo de Cabinas Ramírez 60601 Aguirre","ok","",""
"Hotel Capitán Suizo","https://es.visitcostarica.com/planning-your-trip/hotels/capitan-suizo-hotel","(506) 2653-0075","info@hotelcapitansuizo.com","https://hotelcapitansuizo.com","Veintisiete de Abril Playa Tamarindo,Santa Cruz. 50303 Santa Cruz","ok","",""
"Hotel Prueba 2","https://es.visitcostarica.com/planning-your-trip/hotels/hotel-prueba-2","","","","","ok","",""
"Boutique Hotel Saranda","https://es.visitcostarica.com/planning-your-trip/hotels/saranda-hotel-boutique","+506 2750-00-32","info@sarandapuertoviejo.com","https://sarandaboutiquehotel.com","Cahuita, Talamanca Puerto Viejo, Playa Negra del Rancho Pen 300 metros Oeste y 300 metros Suroeste, casa Mahali a mano izquierda","ok","50683479333",""
"Villas Valle Verde","https://es.visitcostarica.com/planning-your-trip/hotels/villas-valle-verde","+506 2446-8915","caprede@caprede.com","","Los Ángeles de Atenas, del monumento al boyero 800 mts al este y 400 mts norte.","ok","",""
"Villas Verdes","https://es.visitcostarica.com/planning-your-trip/hotels/villas-verdes","+506 2201-9039","villasverdessamara@gmail.com","https://villasverdes.com","200 metros oeste de la Iglesia Católica de Sámara, Nicoya","ok","","87355576"
"Rancho Amalia","https://es.visitcostarica.com/planning-your-trip/hotels/rancho-amalia","+506 8994 4288","info@ranchoamalia.com","https://ranchoamalia.com","1 km al norte del Ebais de Llano Bonito de Naranjo, Alajuela Costa Rica","ok","","89944288"
"Hotel Santa Teresa","https://es.visitcostarica.com/planning-your-trip/hotels/santa-teresa-hotel","+506 2640-0404","wmezav@hotmail.com","https://hotelsantateresa.com","50 metros oeste del cruce de Mal País Santa Teresa","ok","","62640040"
"Hotel Cañas","https://es.visitcostarica.com/planning-your-trip/hotels/canas-hotel","+506 2669 00 39","hotelcanasadmi@gmail.com","","Cañas, 100 metros al norte y 25 metros al oeste del Banco Nacional","ok","",""
"El Nido del Colibrí","https://es.visitcostarica.com/el-nido-del-colibri","+506 8808 7555","elnidodelcolibri.reception@gmail.com","","Guanacaste, Liberia, Barrio La Cruz. 300 metros al oeste del Colegio de Médicos y Cirujanos.","ok","",""
"Hotel Posada Canal Grande","https://es.visitcostarica.com/planning-your-trip/hotels/posada-canal-grande-hotel","(506) 2282-4089","info@hotelcanalgrande.com","https://hotelcanalgrande.com","Santa Ana Ultima parada de autobuses Piedades de Santa Ana 500m norte 10901 Santa Ana","ok","",""
"Albergue Paraíso Quetzal","https://es.visitcostarica.com/planning-your-trip/hotels/paraiso-quetzal-lodge","(+506) 2200 0241","info@quetzalsparadise.com","https://paraisoquetzal.com","Kilómetro 70, Carretera Interamericana Copey","ok","",""
"Hotel Novo","https://es.visitcostarica.com/planning-your-trip/hotels/novo-hotel","(506) 22330320","info@hotelnovo.net","https://www.hotelnovocr.com/","Catedral Calle 14, Avenida Central y Primera 10104 San José","ok","",""
"Hotel Mirador Pico Blanco","https://es.visitcostarica.com/planning-your-trip/hotels/mirador-pico-blanco-hotel","(506) 2228-1908","picoblancoinn@gmail.com","https://hotelpicoblanco.com","San Antonio 1,2 KM SUR DE LA PLAZA. SAN ANTONIO DE ESCAZU 10202 Escazú","ok","",""
"Río Perlas Spa & Resort","https://es.visitcostarica.com/planning-your-trip/hotels/rio-perlas-spa-resort","(506) 2533-3341","info.rioperlas@gmail.com","https://rio-perlas.com/es/","Orosi Carretera Orosi, 2 Klms a la derecha de Puente Negro 30203 Paraíso","ok","",""
"Hotel Rincón del Valle","https://es.visitcostarica.com/planning-your-trip/hotels/rincon-del-valle-hotel","(506) 2296-1001","recepcion@hotelrincondelvalle.com","https://hotelrincondelvalle.com","Mata Redonda DEL COLEGIO DE MEDICOS 50M ESTE Y 75S. SABANA SUR 10108 San José","ok","",""
"Hotel Radisson San José Costa Rica","https://es.visitcostarica.com/planning-your-trip/hotels/radisson-san-jose-costa-rica-hotel","(506) 2010-6000","reservaciones@radisson.co.cr","https://radisson.com/sanjosecr","Calle Blancos Costado norte del Periódico La República 10803 Goicoechea","ok","",""
"Prado Inn & Suites","https://es.visitcostarica.com/planning-your-trip/hotels/prado-inn-suites","(506) 2257-0106","info@pradoinn.com","https://pradoinn.com","Hospital 3 cuadras al norte, 1 cuadra al oeste y 1 cuadra al norte de Scotiabank 10103 San José","ok","",""
"Vida Mountain Resort y Spa","https://es.visitcostarica.com/planning-your-trip/hotels/vida-mountain-resort-y-spa","50 621 002 328","reservations@vidamountain.com","https://vidamountain.com","Piedades Sur, lado oeste del cementerio del Salvador San Ramón","ok","","87073744"
"Hotel Uran","https://es.visitcostarica.com/planning-your-trip/hotels/uran-hotel","(506) 2742-5003","info@hoteluran.com","https://hoteluran.com","Rivas 1km al este de la Plaza San Gerardo de Rivas Perez Zeledon 11904 Pérez Zeledón","ok","",""
